Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
SEA,2,1,50.00%,19,1,3.10%,0,0,0.00%,0,0,0.00%,All Will Dissly red zone receiving plays,Will Dissly,2023
LAC,2,0,0.00%,0,0,2.70%,1,0,0.00%,0,0,2.30%,All Keelan Doss red zone receiving plays,Keelan Doss,2023
LAC,2,2,100.00%,22,1,2.70%,0,0,0.00%,0,0,0.00%,All Alex Erickson red zone receiving plays,Alex Erickson,2023
JAX,2,2,100.00%,6,0,3.20%,0,0,0.00%,0,0,0.00%,All Travis Etienne red zone receiving plays,Travis Etienne,2023
CHI,2,1,50.00%,8,0,3.60%,0,0,0.00%,0,0,0.00%,All Darrynton Evans red zone receiving plays,Darrynton Evans,2023
SEA,2,1,50.00%,12,0,3.10%,0,0,0.00%,0,0,0.00%,All Noah Fant red zone receiving plays,Noah Fant,2023
CHI,2,2,100.00%,14,1,3.60%,1,1,100.00%,5,1,3.80%,All D'Onta Foreman red zone receiving plays,D'Onta Foreman,2023
KAN,2,1,50.00%,6,0,2.30%,0,0,0.00%,0,0,0.00%,All Mecole Hardman red zone receiving plays,Mecole Hardman,2023
BUF,2,2,100.00%,-1,1,3.20%,1,1,100.00%,3,1,3.70%,All Deonte Harty red zone receiving plays,Deonte Harty,2023
DAL,2,0,0.00%,0,0,1.90%,1,0,0.00%,0,0,2.00%,All Peyton Hendershot red zone receiving plays,Peyton Hendershot,2023
TEN,2,1,50.00%,4,0,4.30%,1,0,0.00%,0,0,4.30%,All Derrick Henry red zone receiving plays,Derrick Henry,2023
ARI,2,2,100.00%,12,1,3.40%,1,1,100.00%,8,1,3.80%,All Elijah Higgins red zone receiving plays,Elijah Higgins,2023
ATL,2,1,50.00%,7,0,3.70%,0,0,0,0,0,0.00%,All Mack Hollins red zone receiving plays,Mack Hollins,2023
MIA,2,2,100.00%,7,0,3.00%,0,0,0,0,0,0.00%,All Alec Ingold red zone receiving plays,Alec Ingold,2023
MIN,2,0,0.00%,0,0,2.50%,0,0,0,0,0,0.00%,All Trishton Jackson red zone receiving plays,Trishton Jackson,2023
SFO,2,1,50.00%,18,1,2.90%,1,0,0.00%,0,0,3.80%,All Jauan Jennings red zone receiving plays,Jauan Jennings,2023
BUF,2,2,100.00%,8,0,3.20%,0,0,0.00%,0,0,0.00%,All Ty Johnson red zone receiving plays,Ty Johnson,2023
DET,2,1,50.00%,3,0,3.10%,0,0,0,0,0,0.00%,All Marvin Jones red zone receiving plays,Marvin Jones,2023
HOU,2,2,100.00%,16,2,2.90%,1,1,100.00%,4,1,2.80%,All Brevin Jordan red zone receiving plays,Brevin Jordan,2023
TAM,2,1,50.00%,2,1,3.40%,1,1,100.00%,2,1,3.40%,All Ko Kieft red zone receiving plays,Ko Kieft,2023
BAL,2,2,100.00%,34,1,3.10%,0,0,0,0,0,0.00%,All Charlie Kolar red zone receiving plays,Charlie Kolar,2023
DEN,2,1,50.00%,3,1,3.10%,2,1,50.00%,3,1,5.70%,All Lucas Krull red zone receiving plays,Lucas Krull,2023
NYJ,2,1,50.00%,10,1,4.10%,2,1,50.00%,10,1,6.50%,All Allen Lazard red zone receiving plays,Allen Lazard,2023
CHI,2,2,100.00%,17,1,3.60%,1,1,100.00%,1,1,3.80%,All Marcedes Lewis red zone receiving plays,Marcedes Lewis,2023
CAR,2,1,50.00%,9,0,5.60%,1,0,0.00%,0,0,4.50%,All Terrace Marshall red zone receiving plays,Terrace Marshall,2023
PIT,2,2,100.00%,11,0,4.80%,0,0,0.00%,0,0,0.00%,All Anthony McFarland red zone receiving plays,Anthony McFarland,2023
IND,2,1,50.00%,14,1,3.40%,1,0,0.00%,0,0,4.00%,All D.J. Montgomery red zone receiving plays,D.J. Montgomery,2023
BUF,2,1,50.00%,15,1,3.20%,0,0,0.00%,0,0,0.00%,All Quintin Morris red zone receiving plays,Quintin Morris,2023
IND,2,1,50.00%,5,1,3.40%,2,1,50.00%,5,1,8.00%,All Andrew Ogletree red zone receiving plays,Andrew Ogletree,2023
ATL,2,1,50.00%,2,1,3.70%,1,1,100.00%,2,1,3.60%,All Cordarrelle Patterson red zone receiving plays,Cordarrelle Patterson,2023
DEN,2,2,100.00%,12,0,3.10%,1,1,100.00%,5,0,2.90%,All Samaje Perine red zone receiving plays,Samaje Perine,2023
NYG,2,2,100.00%,11,1,6.10%,1,1,100.00%,9,1,8.30%,All Wan'Dale Robinson red zone receiving plays,Wan'Dale Robinson,2023
CAR,2,2,100.00%,4,0,5.60%,0,0,0,0,0,0.00%,All Miles Sanders red zone receiving plays,Miles Sanders,2023
BUF,2,2,100.00%,12,1,3.20%,1,1,100.00%,1,0,3.70%,All Khalil Shakir red zone receiving plays,Khalil Shakir,2023
BUF,2,1,50.00%,6,1,3.20%,1,1,100.00%,6,1,3.70%,All Trent Sherfield red zone receiving plays,Trent Sherfield,2023
GNB,2,2,100.00%,7,1,2.20%,1,1,100.00%,1,1,2.70%,All Ben Sims red zone receiving plays,Ben Sims,2023
LAC,2,0,0.00%,0,0,2.70%,2,0,0.00%,0,0,4.50%,All Stone Smartt red zone receiving plays,Stone Smartt,2023
NWE,2,2,100.00%,14,1,5.60%,1,1,100.00%,3,1,7.70%,All JuJu Smith-Schuster red zone receiving plays,JuJu Smith-Schuster,2023
PHI,2,1,50.00%,14,0,4.10%,0,0,0,0,0,0.00%,All Jack Stoll red zone receiving plays,Jack Stoll,2023
ARI,2,2,100.00%,18,0,3.40%,0,0,0.00%,0,0,0.00%,All Geoff Swaim red zone receiving plays,Geoff Swaim,2023
CHI,2,1,50.00%,10,0,3.60%,0,0,0.00%,0,0,0.00%,All Robert Tonyan red zone receiving plays,Robert Tonyan,2023
GNB,2,1,50.00%,-6,0,2.20%,0,0,0.00%,0,0,0.00%,All Samori Toure red zone receiving plays,Samori Toure,2023
CIN,2,1,50.00%,10,0,2.70%,1,0,0.00%,0,0,2.70%,All Mitchell Wilcox red zone receiving plays,Mitchell Wilcox,2023
DET,2,2,100.00%,21,0,3.10%,0,0,0.00%,0,0,0.00%,All Jameson Williams red zone receiving plays,Jameson Williams,2023
LAC,2,0,0.00%,0,0,2.70%,2,0,0.00%,0,0,4.50%,All Mike Williams red zone receiving plays,Mike Williams,2023
KAN,1,1,100.00%,4,1,1.10%,1,1,100.00%,4,1,2.10%,All Blake Bell red zone receiving plays,Blake Bell,2023
MIA,1,1,100.00%,11,1,1.50%,0,0,0.00%,0,0,0.00%,All Braxton Berrios red zone receiving plays,Braxton Berrios,2023
CHI,1,1,100.00%,4,0,1.80%,0,0,0.00%,0,0,0.00%,All Khari Blasingame red zone receiving plays,Khari Blasingame,2023
NWE,1,0,0.00%,0,0,2.80%,0,0,0,0,0,0.00%,All Kayshon Boutte red zone receiving plays,Kayshon Boutte,2023
CIN,1,1,100.00%,8,0,1.40%,0,0,0.00%,0,0,0.00%,All Chase Brown red zone receiving plays,Chase Brown,2023
TEN,1,1,100.00%,1,0,2.10%,0,0,0,0,0,0.00%,All Treylon Burks red zone receiving plays,Treylon Burks,2023
DEN,1,1,100.00%,4,0,1.50%,1,1,100.00%,4,0,2.90%,All Michael Burton red zone receiving plays,Michael Burton,2023
PHI,1,1,100.00%,9,0,2.00%,0,0,0,0,0,0.00%,All Grant Calcaterra red zone receiving plays,Grant Calcaterra,2023
LVR,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.90%,All DeAndre Carter red zone receiving plays,DeAndre Carter,2023
SEA,1,0,0.00%,0,0,1.50%,0,0,0,0,0,0.00%,All Zach Charbonnet red zone receiving plays,Zach Charbonnet,2023
CHI,1,0,0.00%,0,0,1.80%,0,0,0.00%,0,0,0.00%,All Chase Claypool red zone receiving plays,Chase Claypool,2023
SFO,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,3.80%,All Chris Conley red zone receiving plays,Chris Conley,2023
JAX,1,0,0.00%,0,0,1.60%,0,0,0.00%,0,0,0.00%,All Elijah Cooks red zone receiving plays,Elijah Cooks,2023
PHI,1,0,0.00%,0,0,2.00%,0,0,0,0,0,0.00%,All Britain Covey red zone receiving plays,Britain Covey,2023
WAS,1,0,0.00%,0,0,1.60%,0,0,0.00%,0,0,0.00%,All Jamison Crowder red zone receiving plays,Jamison Crowder,2023
LAC,1,1,100.00%,-3,0,1.40%,1,1,100.00%,-3,0,2.30%,All Derius Davis red zone receiving plays,Derius Davis,2023
ARI,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,3.80%,All Emari Demercado red zone receiving plays,Emari Demercado,2023
GNB,1,1,100.00%,1,0,1.10%,0,0,0,0,0,0.00%,All AJ Dillon red zone receiving plays,AJ Dillon,2023
BAL,1,1,100.00%,5,0,1.60%,1,1,100.00%,5,0,3.20%,All J.K. Dobbins red zone receiving plays,J.K. Dobbins,2023
TAM,1,1,100.00%,12,0,1.70%,0,0,0.00%,0,0,0.00%,All Payne Durham red zone receiving plays,Payne Durham,2023
BAL,1,1,100.00%,3,0,1.60%,0,0,0,0,0,0.00%,All Devin Duvernay red zone receiving plays,Devin Duvernay,2023
SFO,1,1,100.00%,12,0,1.40%,0,0,0.00%,0,0,0.00%,All Ross Dwelley red zone receiving plays,Ross Dwelley,2023
JAX,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,3.30%,All Luke Farrell red zone receiving plays,Luke Farrell,2023
LAC,1,1,100.00%,9,1,1.40%,1,1,100.00%,9,1,2.30%,All Simi Fehoko red zone receiving plays,Simi Fehoko,2023
NWE,1,1,100.00%,4,0,2.80%,0,0,0,0,0,0.00%,All Kevin Harris red zone receiving plays,Kevin Harris,2023
BAL,1,1,100.00%,2,0,1.60%,0,0,0.00%,0,0,0.00%,All Justice Hill red zone receiving plays,Justice Hill,2023
MIA,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,2.30%,All Julian Hill red zone receiving plays,Julian Hill,2023
LAR,1,1,100.00%,5,0,1.40%,0,0,0,0,0,0.00%,All Brycen Hopkins red zone receiving plays,Brycen Hopkins,2023
WAS,1,1,100.00%,4,0,1.60%,1,1,100.00%,4,0,2.90%,All Sam Howell red zone receiving plays,Sam Howell,2023
CAR,1,0,0.00%,0,0,2.80%,0,0,0.00%,0,0,0.00%,All Chuba Hubbard red zone receiving plays,Chuba Hubbard,2023
CLE,1,1,100.00%,3,0,1.60%,0,0,0,0,0,0.00%,All Kareem Hunt red zone receiving plays,Kareem Hunt,2023
HOU,1,1,100.00%,0,0,1.50%,1,1,100.00%,0,0,2.80%,All Xavier Hutchinson red zone receiving plays,Xavier Hutchinson,2023
KAN,1,1,100.00%,4,0,1.10%,0,0,0,0,0,0.00%,All Richie James red zone receiving plays,Richie James,2023
ATL,1,1,100.00%,6,0,1.90%,0,0,0,0,0,0.00%,All Van Jefferson red zone receiving plays,Van Jefferson,2023
LAR,1,1,100.00%,8,1,1.40%,1,1,100.00%,8,1,2.40%,All Tyler Johnson red zone receiving plays,Tyler Johnson,2023
NOR,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,3.00%,All Tony Jones red zone receiving plays,Tony Jones,2023
LAC,1,1,100.00%,0,0,1.40%,0,0,0.00%,0,0,0.00%,All Joshua Kelley red zone receiving plays,Joshua Kelley,2023
IND,1,0,0.00%,0,0,1.70%,0,0,0,0,0,0.00%,All Will Mallory red zone receiving plays,Will Mallory,2023
DEN,1,0,0.00%,0,0,1.50%,0,0,0,0,0,0.00%,All Chris Manhertz red zone receiving plays,Chris Manhertz,2023
SFO,1,1,100.00%,8,0,1.40%,0,0,0.00%,0,0,0.00%,All Ray-Ray McCloud red zone receiving plays,Ray-Ray McCloud,2023
DAL,1,0,0.00%,0,0,1.00%,1,0,0.00%,0,0,2.00%,All Sean McKeon red zone receiving plays,Sean McKeon,2023
NOR,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,3.00%,All Jordan Mims red zone receiving plays,Jordan Mims,2023
DEN,1,1,100.00%,4,0,1.50%,1,1,100.00%,4,0,2.90%,All Marvin Mims red zone receiving plays,Marvin Mims,2023
SFO,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,3.80%,All Elijah Mitchell red zone receiving plays,Elijah Mitchell,2023
BAL,1,0,0.00%,0,0,1.60%,0,0,0.00%,0,0,0.00%,All Keaton Mitchell red zone receiving plays,Keaton Mitchell,2023
NWE,1,1,100.00%,9,0,2.80%,0,0,0,0,0,0.00%,All Ty Montgomery red zone receiving plays,Ty Montgomery,2023
TEN,1,1,100.00%,6,0,2.10%,0,0,0,0,0,0.00%,All Chris Moore red zone receiving plays,Chris Moore,2023
DET,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,2.90%,All Donovan Peoples-Jones red zone receiving plays,Donovan Peoples-Jones,2023
TEN,1,0,0.00%,0,0,2.10%,1,0,0.00%,0,0,4.30%,All Kyle Philips red zone receiving plays,Kyle Philips,2023
HOU,1,1,100.00%,9,0,1.50%,0,0,0,0,0,0.00%,All Dameon Pierce red zone receiving plays,Dameon Pierce,2023
TEN,1,1,100.00%,6,0,2.10%,1,1,100.00%,6,0,4.30%,All Kevin Rader red zone receiving plays,Kevin Rader,2023
NWE,1,0,0.00%,0,0,2.80%,1,0,0.00%,0,0,7.70%,All Jalen Reagor red zone receiving plays,Jalen Reagor,2023
KAN,1,0,0.00%,0,0,1.10%,1,0,0.00%,0,0,2.10%,All Justyn Ross red zone receiving plays,Justyn Ross,2023
TEN,1,1,100.00%,2,1,2.10%,1,1,100.00%,2,1,4.30%,All Jeffery Simmons red zone receiving plays,Jeffery Simmons,2023
LAR,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.40%,All Ben Skowronek red zone receiving plays,Ben Skowronek,2023
ATL,1,1,100.00%,-1,0,1.90%,1,1,100.00%,-1,0,3.60%,All Keith Smith red zone receiving plays,Keith Smith,2023
SFO,1,1,100.00%,5,0,1.40%,0,0,0.00%,0,0,0.00%,All Willie Snead red zone receiving plays,Willie Snead,2023
LAC,1,1,100.00%,10,0,1.40%,0,0,0,0,0,0.00%,All Isaiah Spiller red zone receiving plays,Isaiah Spiller,2023
CAR,1,0,0.00%,0,0,2.80%,1,0,0.00%,0,0,4.50%,All Ian Thomas red zone receiving plays,Ian Thomas,2023
TAM,1,0,0.00%,0,0,1.70%,0,0,0.00%,0,0,0.00%,All Ke'Shawn Vaughn red zone receiving plays,Ke'Shawn Vaughn,2023
PIT,1,0,0.00%,0,0,2.40%,1,0,0.00%,0,0,5.60%,All Darnell Washington red zone receiving plays,Darnell Washington,2023
LVR,1,1,100.00%,5,0,1.40%,1,1,100.00%,5,0,2.90%,All Zamir White red zone receiving plays,Zamir White,2023
NOR,1,1,100.00%,3,0,1.50%,0,0,0,0,0,0.00%,All Jamaal Williams red zone receiving plays,Jamaal Williams,2023
CIN,1,1,100.00%,3,0,1.40%,0,0,0,0,0,0.00%,All Trayveon Williams red zone receiving plays,Trayveon Williams,2023
MIA,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,2.30%,All Jeff Wilson red zone receiving plays,Jeff Wilson,2023
SFO,1,1,100.00%,3,0,1.40%,0,0,0.00%,0,0,0.00%,All Charlie Woerner red zone receiving plays,Charlie Woerner,2023
DET,1,1,100.00%,2,0,1.50%,1,1,100.00%,2,0,2.90%,All Brock Wright red zone receiving plays,Brock Wright,2023
CIN,35,21,60.00%,169,8,30.20%,17,7,41.18%,33,5,26.20%,All Ja'Marr Chase red zone receiving plays,Ja'Marr Chase,2024
DET,31,23,74.19%,152,9,34.80%,15,12,80.00%,64,9,36.60%,All Amon-Ra St. Brown red zone receiving plays,Amon-Ra St. Brown,2024
MIN,25,14,56.00%,113,6,28.70%,13,5,38.46%,27,3,29.50%,All Justin Jefferson red zone receiving plays,Justin Jefferson,2024
KAN,25,18,72.00%,97,3,26.00%,9,7,77.78%,21,2,19.60%,All Travis Kelce red zone receiving plays,Travis Kelce,2024
2TM,24,11,45.83%,56,6,0.00%,16,7,43.75%,19,5,0.00%,All Davante Adams red zone receiving plays,Davante Adams,2024
CIN,24,14,58.33%,95,7,20.70%,14,6,42.86%,22,5,21.50%,All Tee Higgins red zone receiving plays,Tee Higgins,2024
ATL,24,14,58.33%,114,6,42.10%,10,4,40.00%,24,4,52.60%,All Drake London red zone receiving plays,Drake London,2024
NYJ,23,11,47.83%,69,4,26.70%,11,6,54.55%,30,4,26.80%,All Garrett Wilson red zone receiving plays,Garrett Wilson,2024
WAS,21,13,61.90%,92,7,30.90%,10,6,60.00%,30,6,31.30%,All Zach Ertz red zone receiving plays,Zach Ertz,2024
CHI,21,13,61.90%,95,2,30.90%,6,5,83.33%,32,2,25.00%,All D.J. Moore red zone receiving plays,D.J. Moore,2024
DEN,21,11,52.38%,99,6,31.80%,9,6,66.67%,42,4,30.00%,All Courtland Sutton red zone receiving plays,Courtland Sutton,2024
ARI,20,9,45.00%,60,2,32.80%,13,4,30.77%,10,2,43.30%,All Trey McBride red zone receiving plays,Trey McBride,2024
SFO,19,16,84.21%,127,8,25.00%,11,8,72.73%,41,6,30.60%,All George Kittle red zone receiving plays,George Kittle,2024
MIA,18,9,50.00%,57,5,21.70%,9,5,55.56%,22,4,22.50%,All Tyreek Hill red zone receiving plays,Tyreek Hill,2024
MIA,18,14,77.78%,77,7,21.70%,13,9,69.23%,47,7,32.50%,All Jonnu Smith red zone receiving plays,Jonnu Smith,2024
MIN,17,15,88.24%,98,6,19.50%,9,8,88.89%,42,4,20.50%,All Jordan Addison red zone receiving plays,Jordan Addison,2024
MIN,17,13,76.47%,53,2,19.50%,7,6,85.71%,13,2,15.90%,All Aaron Jones red zone receiving plays,Aaron Jones,2024
DET,17,10,58.82%,68,4,19.10%,9,5,55.56%,21,4,22.00%,All Sam LaPorta red zone receiving plays,Sam LaPorta,2024
CHI,17,6,35.29%,36,3,25.00%,4,2,50.00%,5,2,16.70%,All Rome Odunze red zone receiving plays,Rome Odunze,2024
NYG,17,11,64.71%,61,3,38.60%,9,5,55.56%,24,3,37.50%,All Wan'Dale Robinson red zone receiving plays,Wan'Dale Robinson,2024
KAN,17,10,58.82%,70,4,17.70%,7,4,57.14%,34,4,15.20%,All Xavier Worthy red zone receiving plays,Xavier Worthy,2024
NWE,16,8,50.00%,48,2,29.10%,10,5,50.00%,22,2,41.70%,All Hunter Henry red zone receiving plays,Hunter Henry,2024
DAL,16,9,56.25%,57,3,25.40%,3,1,33.33%,7,1,10.70%,All CeeDee Lamb red zone receiving plays,CeeDee Lamb,2024
PIT,16,7,43.75%,72,3,28.10%,7,0,0.00%,0,0,28.00%,All George Pickens red zone receiving plays,George Pickens,2024
JAX,16,11,68.75%,104,8,27.10%,9,5,55.56%,22,4,30.00%,All Brian Thomas red zone receiving plays,Brian Thomas,2024
CHI,15,6,40.00%,44,5,22.10%,8,4,50.00%,22,4,33.30%,All Keenan Allen red zone receiving plays,Keenan Allen,2024
BAL,15,13,86.67%,121,11,24.60%,6,6,100.00%,34,6,20.00%,All Mark Andrews red zone receiving plays,Mark Andrews,2024
TAM,15,8,53.33%,32,7,19.50%,10,6,60.00%,10,6,20.80%,All Mike Evans red zone receiving plays,Mike Evans,2024
SFO,15,8,53.33%,63,5,19.70%,8,3,37.50%,14,3,22.20%,All Jauan Jennings red zone receiving plays,Jauan Jennings,2024
GNB,15,11,73.33%,103,6,21.10%,3,2,66.67%,10,2,12.00%,All Tucker Kraft red zone receiving plays,Tucker Kraft,2024
MIA,14,12,85.71%,91,6,16.90%,5,4,80.00%,18,2,12.50%,All De'Von Achane red zone receiving plays,De'Von Achane,2024
LVR,14,6,42.86%,39,1,25.00%,8,2,25.00%,5,0,28.60%,All Brock Bowers red zone receiving plays,Brock Bowers,2024
WAS,14,12,85.71%,104,10,20.60%,8,8,100.00%,38,7,25.00%,All Terry McLaurin red zone receiving plays,Terry McLaurin,2024
LVR,14,7,50.00%,62,3,25.00%,6,2,33.33%,10,2,21.40%,All Jakobi Meyers red zone receiving plays,Jakobi Meyers,2024
TAM,14,10,71.43%,58,4,18.20%,8,4,50.00%,21,3,16.70%,All Cade Otton red zone receiving plays,Cade Otton,2024
GNB,14,11,78.57%,89,4,19.70%,6,4,66.67%,10,2,24.00%,All Dontayvion Wicks red zone receiving plays,Dontayvion Wicks,2024
HOU,13,7,53.85%,21,5,20.30%,9,5,55.56%,22,5,25.00%,All Nico Collins red zone receiving plays,Nico Collins,2024
ARI,13,5,38.46%,48,5,21.30%,6,3,50.00%,21,3,20.00%,All Marvin Harrison red zone receiving plays,Marvin Harrison,2024
CLE,13,4,30.77%,21,1,22.80%,5,1,20.00%,6,1,18.50%,All Jerry Jeudy red zone receiving plays,Jerry Jeudy,2024
BAL,13,8,61.54%,56,5,21.30%,8,5,62.50%,26,4,26.70%,All Isaiah Likely red zone receiving plays,Isaiah Likely,2024
NYG,13,4,30.77%,15,3,29.50%,10,4,40.00%,15,3,41.70%,All Malik Nabers red zone receiving plays,Malik Nabers,2024
ATL,13,4,30.77%,38,2,22.80%,4,0,0.00%,0,0,21.10%,All Kyle Pitts red zone receiving plays,Kyle Pitts,2024
SFO,13,9,69.23%,47,2,17.10%,5,3,60.00%,12,1,13.90%,All Deebo Samuel red zone receiving plays,Deebo Samuel,2024
SEA,13,7,53.85%,70,5,24.50%,7,2,28.57%,8,2,26.90%,All Jaxon Smith-Njigba red zone receiving plays,Jaxon Smith-Njigba,2024
DAL,13,8,61.54%,58,7,20.60%,7,5,71.43%,28,5,25.00%,All Jalen Tolbert red zone receiving plays,Jalen Tolbert,2024
CIN,12,8,66.67%,43,4,10.30%,7,6,85.71%,23,3,10.80%,All Chase Brown red zone receiving plays,Chase Brown,2024
IND,12,6,50.00%,45,2,21.40%,6,2,33.33%,14,2,27.30%,All Josh Downs red zone receiving plays,Josh Downs,2024
PIT,12,10,83.33%,78,5,21.10%,4,4,100.00%,26,4,16.00%,All Pat Freiermuth red zone receiving plays,Pat Freiermuth,2024
NYJ,12,6,50.00%,51,4,14.00%,3,2,66.67%,13,2,7.30%,All Allen Lazard red zone receiving plays,Allen Lazard,2024
CAR,12,6,50.00%,36,4,16.70%,6,5,83.33%,21,4,18.80%,All Xavier Legette red zone receiving plays,Xavier Legette,2024
LAR,12,9,75.00%,67,3,16.00%,3,1,33.33%,7,1,7.70%,All Puka Nacua red zone receiving plays,Puka Nacua,2024
CLE,12,5,41.67%,44,4,21.10%,10,3,30.00%,20,3,37.00%,All David Njoku red zone receiving plays,David Njoku,2024
DET,11,8,72.73%,40,3,12.40%,2,2,100.00%,12,2,4.90%,All Jahmyr Gibbs red zone receiving plays,Jahmyr Gibbs,2024
2TM,11,5,45.45%,29,5,0.00%,8,4,50.00%,18,4,0.00%,All DeAndre Hopkins red zone receiving plays,DeAndre Hopkins,2024
CAR,11,8,72.73%,34,1,15.30%,3,3,100.00%,10,1,9.40%,All Chuba Hubbard red zone receiving plays,Chuba Hubbard,2024
2TM,11,3,27.27%,18,2,0.00%,9,2,22.22%,15,2,0.00%,All Diontae Johnson red zone receiving plays,Diontae Johnson,2024
LAC,11,7,63.64%,61,4,22.00%,2,2,100.00%,9,2,9.10%,All Quentin Johnston red zone receiving plays,Quentin Johnston,2024
CAR,11,6,54.55%,56,3,15.30%,4,2,50.00%,10,2,12.50%,All David Moore red zone receiving plays,David Moore,2024
LAR,11,5,45.45%,17,5,14.70%,8,5,62.50%,17,5,20.50%,All Demarcus Robinson red zone receiving plays,Demarcus Robinson,2024
PHI,11,7,63.64%,35,3,20.40%,5,4,80.00%,16,3,21.70%,All DeVonta Smith red zone receiving plays,DeVonta Smith,2024
CIN,10,5,50.00%,33,1,8.60%,3,1,33.33%,3,0,4.60%,All Mike Gesicki red zone receiving plays,Mike Gesicki,2024
KAN,10,7,70.00%,22,0,10.40%,6,3,50.00%,10,0,13.00%,All Kareem Hunt red zone receiving plays,Kareem Hunt,2024
CIN,10,7,70.00%,31,6,8.60%,10,7,70.00%,31,6,15.40%,All Andrei Iosivas red zone receiving plays,Andrei Iosivas,2024
LAR,10,4,40.00%,25,1,13.30%,5,2,40.00%,10,1,12.80%,All Tyler Johnson red zone receiving plays,Tyler Johnson,2024
BUF,10,5,50.00%,40,2,17.20%,4,1,25.00%,6,1,14.30%,All Dalton Kincaid red zone receiving plays,Dalton Kincaid,2024
LAR,10,6,60.00%,41,4,13.30%,8,4,50.00%,20,3,20.50%,All Cooper Kupp red zone receiving plays,Cooper Kupp,2024
IND,10,6,60.00%,35,3,17.90%,4,4,100.00%,22,3,18.20%,All Michael Pittman red zone receiving plays,Michael Pittman,2024
GNB,10,8,80.00%,66,5,14.10%,4,3,75.00%,13,2,16.00%,All Jayden Reed red zone receiving plays,Jayden Reed,2024
MIA,10,6,60.00%,50,1,12.00%,3,1,33.33%,7,1,7.50%,All Jaylen Waddle red zone receiving plays,Jaylen Waddle,2024
TAM,10,10,100.00%,68,5,13.00%,6,6,100.00%,22,2,12.50%,All Rachaad White red zone receiving plays,Rachaad White,2024
DET,10,5,50.00%,25,1,11.20%,3,1,33.33%,3,1,7.30%,All Jameson Williams red zone receiving plays,Jameson Williams,2024
PHI,9,7,77.78%,36,1,16.70%,2,1,50.00%,4,0,8.70%,All Saquon Barkley red zone receiving plays,Saquon Barkley,2024
PHI,9,6,66.67%,31,3,16.70%,4,4,100.00%,21,3,17.40%,All A.J. Brown red zone receiving plays,A.J. Brown,2024
JAX,9,3,33.33%,26,1,15.30%,5,1,20.00%,5,1,16.70%,All Gabriel Davis red zone receiving plays,Gabriel Davis,2024
GNB,9,7,77.78%,62,2,12.70%,3,2,66.67%,12,1,12.00%,All Romeo Doubs red zone receiving plays,Romeo Doubs,2024
PHI,9,5,55.56%,43,2,16.70%,3,1,33.33%,1,0,13.00%,All Dallas Goedert red zone receiving plays,Dallas Goedert,2024
SEA,9,2,22.22%,15,1,17.00%,6,1,16.67%,9,1,23.10%,All Tyler Lockett red zone receiving plays,Tyler Lockett,2024
LAC,9,7,77.78%,54,5,18.00%,8,7,87.50%,54,5,36.40%,All Ladd McConkey red zone receiving plays,Ladd McConkey,2024
NOR,9,6,66.67%,43,4,23.10%,5,4,80.00%,17,3,35.70%,All Foster Moreau red zone receiving plays,Foster Moreau,2024
LAR,9,2,22.22%,26,1,12.00%,3,0,0.00%,0,0,7.70%,All Colby Parkinson red zone receiving plays,Colby Parkinson,2024
NWE,9,7,77.78%,24,1,16.40%,3,2,66.67%,7,1,12.50%,All Rhamondre Stevenson red zone receiving plays,Rhamondre Stevenson,2024
TEN,9,7,77.78%,51,6,20.00%,7,5,71.43%,30,5,31.80%,All Nick Westbrook-Ikhine red zone receiving plays,Nick Westbrook-Ikhine,2024
BAL,8,6,75.00%,58,5,13.10%,3,2,66.67%,12,2,10.00%,All Rashod Bateman red zone receiving plays,Rashod Bateman,2024
BUF,8,2,25.00%,16,2,13.80%,5,1,20.00%,2,1,17.90%,All Keon Coleman red zone receiving plays,Keon Coleman,2024
NYJ,8,5,62.50%,7,3,9.30%,6,3,50.00%,8,3,14.60%,All Tyler Conklin red zone receiving plays,Tyler Conklin,2024
DAL,8,2,25.00%,5,2,12.70%,6,2,33.33%,5,2,21.40%,All Brandin Cooks red zone receiving plays,Brandin Cooks,2024
HOU,8,4,50.00%,28,2,12.50%,4,2,50.00%,9,2,11.10%,All Tank Dell red zone receiving plays,Tank Dell,2024
LAC,8,4,50.00%,7,1,16.00%,2,1,50.00%,2,1,9.10%,All Will Dissly red zone receiving plays,Will Dissly,2024
KAN,8,7,87.50%,40,4,8.30%,4,4,100.00%,10,3,8.70%,All Noah Gray red zone receiving plays,Noah Gray,2024
